"id","text","Extr","Open","Cons"
"VLOG219","Hi, everybody. So, XXXX tagged me in this YouTube game. So me and XXXX are going to share five facts about me and then I'm going to tag five more people who have to share five facts.So, fact number one. I was born in Alaska. Here's the photographic evidence. That's me, baby Katie with my Dad, and a sled dog. Oop, there we go, there, much better, okay? And my Dad raised me and he didn't have a choice. And when I was five we moved away.Uh, here's another fact. I am fascinated by the history of the American West. Um, the frontier town, the gold rushes, the Oregon Trail, outlaws, our clashes between the Native Americans, all of it. I love it. Um, and I haven't done much to pursue that interest, other than watch movies, read books, and become a dedicated fan of Deadwood, may it rest in peace.Here's another fact. I am the oldest of three children, and my little sister is fourteen years younger than me, and she's awesome.Alright, final fact. I have huge literary crushes on Carson McCullers, Flannery O'Connor and James Tiptree, Jr. , aka Alice Sheldon. I just love great story telling and really freaky dark stuff, and those ladies do it for me.So now that I'm no longer it, I'm going to choose five YouTubers to um, answer, to be it now. I'm tagging, um, XXXX, because he asked, XXXX, and then three YouTube users in Spanish, .Alright, have fun guys. Bye.","High","High","High"
"VLOG22","To finally celebrate myself getting one thousand subscribers, thank you, I have decided to celebrate using sound effects I've never used on iMovie.Sorry.","High","High","High"
"VLOG220","All right, it's been a month, time for some results. Results too -- that I've been putting off for a long time, not because I'm busy because I'm totally like dilly dallying or something.The Disney Fact contest. Um, I got tons of interviews, it was a huge shock because normally, things like that, I'm, like, maybe two entries, and now I got like maybe ten, which is a lot, I think. Um, so thank you to everybody who entered. Um, you had a lot of really cool facts, more than I knew um, which is like cool to you know, you know think that actually found those facts out -- wow, I'm a cheesy -- I'm a cheesy? What? I don't know, what? I don't know, that really didn't come out right.And some of them, I didn't know, but I was impressed with one in particular that I spent, like, hours searching to confirm it because I thought it was so crazy and so cool. I've was actually stuck between three winners, um but I had to go with this one.So anyway, without and further ado, I really want to be dramatic and it put this thing in, like, an envelope. In like, in like, a thick envelope. And the winner of the Disney Fact contest is -- thank you, Nader ! Congratulations Nathan , um. His fact was pretty freaking awesome.Okay, so check this out. For those of you that haven't been to Disneyland or Disney World, and haven't ridden on a lot of adventure rides. In the ride, there is a glass window that goes wall to wall, floor to ceiling. So, this wise guy decided to bring in a BB gun on the ride. He shot through the glass window and left a whole in it. Because of the size of the glass, and because of the price that it would cost them to replace it, they just decided to go the easy way out and cover it up with a spider. I thought that was pretty crazy, um, this is Jenader .Send me your mailing address to my e mail at yahoo. com and I will send you your prize.All right guys have a nice day, and, uh, later skaters. That's my thing now, so get used to it. I'm done.","High","High","Low"
"VLOG221","﻿What's happening? What's going down? Uh, I fail at life. I need something to talk about.Time to go to the internet, but how? Okay, well, you can find anything on the internet. So, just gonna talk about my life. Uh, boring. I'll make something up, then. I could try teleportation. Uh, that worked perfectly. The lighting is so good here. It even matches my shirt. Aah! Okay. So I just moved around.You don't have to rain on my parade or anything. Whatever. So. Yeah. Uh huh. In a different mood. Still don't have anything to talk about.Oh, yeah. I was gonna make something up. Having the things, YouTube isn't do it. They have something to talk about day after day after day, and I just think of nothing. Usually a creative person, too. Ehhh. Maybe I should just stick with video responsals. No, I promised myself that I was gonna do this, that I was gonna start making videoJust probably not gonna do that. Err err. But I got a math -- Mac. This -- this here -- this here, that I'm shaking, that is Mac. Aaah! Sorry.Um, don't like my hair. Anyway. Um, mmm; what was I saying? Oh, yeah. Since I got a Mac and I got iMovie, it's gonna be easier, like, uch. I don't know. Gonna have to ask my mother how to work this. Yeah. So, I'm gonna make more videos. And not just, like, short little videos, just like, two or three long videos. I mean, three minute long videos. I'm just gonna talk -- talk to you. See how many vees I can get, I guess .Next time I'll comb my hair. Uhh. XXXX.Bye.","High","Low","Low"
"VLOG222","Hello. So guys, this is my hundred fifty first ever blog. The reason I'm telling you about my hundred fifty first blog is because I forgot that my last one was my hundred fiftieth. Somehow a hundred fifty seems like a more rounded, suitable number for a milestone than a hundred fifty one, but you're just going to have to deal with it 'cause, I forgot.So, yeah, hundred fifty first video, wanted to do something cool to celebrate, couldn't think of anything cool to do to celebrate. So what I'm going to do, I know a lot of people make awesome cakes and stuff; I'm just going to tell you a joke.It's my favorite joke in the whole world. Okay, here's my joke, I've actually said this joke in a blog before but I'm hoping that none of you remember, because if you do remember, I'm gonna feel kind of stupid for recycling my joke.Anyway, this is my absolute specialty of a joke, it is my uber cool, amazing, awesome, perfect joke that I'm building up really badly, and you're probably gonna be really disappointed. Two muffins are in an oven, one muffin says, Cor, it's a bit hot in here,  and the other muffin says, Aah, a talking muffin. Isn't that joke just amazing though? Because I think I first heard that joke when I was like, ten, and I remember thinking when I was ten, that is, you know, that is one hell of a joke, but in the last two days I have come across three people who don't understand that joke.Now, it's all fine when someone doesn't understand a joke, but when they analyze the joke, and pick apart the joke, and are like, this joke doesn't make sense, because this is this -- that really bugs me. It's like, you don't get it, just shut up about it.Not that I'm pointing fingers at anyone, Tom, seeing as you wanted a shout out. Here's your shout out, you ruined my joke, why'd you ruin my joke? I'm only joking, it was fine that you ruined my joke, I won't hold it against you.Can everyone, please, leave their favorite jokes in the comments? 'Cause, it will just be fun for me to read, and if there's any really good ones, I'll read them out in my next video.Anyway, what have I been doing lately? I've been watching X Factor lately which I don't even want to talk about because I'm just still too angry about it.And on Saturday I went on a school trip to see plays about sex trafficking, which was very, very, depressing because you kinda think that that sort of thing only happens in third world countries and really, like, undeveloped places, but there's fifty illegal sex trade places in Croydon alone, which in context is like, a small part of London. That was really, really, really hard hitting, and it made me think that we suck as a country.I'm gonna just say one more thing, because this is, like, really important. So, I -- I'm sure most of you know what Chartjackers is by now, but if you don't, basically, four UK bloggers. Alex, Charlie, Jimmy and Johnny were picked by the BBC and asked if they would write and produce and perform, using the YouTube community -- I'm just using my head instead of my hands, 'cause I'm holding my laptop on my knees.Um, the song that they were gonna release in the charts for Children in Need, which was done. And now all that needs to happen, is that everyone needs to buy the song so that we can raise loads, and loads, and loads and loads of money for Children in Need.So I'm going to put a link in the sidebar to the song which you can buy from iTunes and Children in Need own the song now, so every single penny goes to them. So it will be so good if you could buy the song, even if you hate the song, but you won't hate the song 'cause it's an amazing song.So yeah, I'm going to go now and I'm going to leave you with this thought. It's my eighteenth birthday on Thursday, the nineteenth November.Goodbye.","High","High","Low"
"VLOG223","Hey everyone, it's XXXX and it's been a while since I've put anything on my personal channel, but I thought this would be a good mix with the type of video -- the caliber, if you will, of videos that I posted on my personal channel, um, whether I'm stuck in a box, or, uh, you know, a spider down below. Uh, I think that this might -- might fit well.Uh, I had mentioned that I learned via Darrings Dance Grooves. I don't know if any of you used it back in like eighth grade or something, or maybe you young's are too young for it. But um, Darrings Dance Grooves helped me learn a chorus of Britney Spears' You Drive Me Crazy, so I danced it up for you guys. I just did it, so it's a little bit backwards. But, um, I learned it and I did it and it's there. So, uh, don't judge me too harshly. I have no dance background. I just -- I just like to dance. Just got to dance. Screw girls tonight. I just want to dance.You can not do/You drive me crazy/I just can't sleep/I'm so excited I'm in too deep/Ohh, crazy, but it feels all right/Baby, thinking of you keeps me up all night. I just wanted to say hey and um, I know that I've had a bunch more new -- new viewers so thank you so much. I'm glad that you think I'm interesting. I guess that is kind of validating for the -- for the things that I do in my life so I hope that you stick around, that you comment and send video responses.If you have learned anything on Darrings Dance Grooves, 'fess up. Whether it's via video or comments, I want to hear about it.Um, I am like always on here doing the weirdest things. I'm so sorry, I feel like I , huh, it's-- it's three in the morning you guys, this is like the afternoon for me. I -- I -- all my friends get tired and then I am still up so I do this. This is my life. I am a vampire.I know that you lesbians are really into vampires. I don't know why. Well actually I do because I think it's pretty hot too. But, um, but I am a vampire. I stay up late at night. I rarely see the sun as you can tell by my pale complexion. I just -- I just want to talk to someone.I wish that other people were awake at 3 am and would like do this stupid shit with me 'cause it's not really fun when I'm doing it alone and talking to my computer. You know, when -- when you watch it, it doesn't seem so weird because you're like watching it but when I'm doing it alone in my house at three A. M. , little creepy.So this is my life. I'm living it.Okay. Byyyyyyyyyye.","High","High","High"
"VLOG224","And don't you think it's really annoying when people apologize, like, over apologize, about not making a video? I'm really the victim, like the viewers. But I -- I -- I always feel like I want to apologize when I don't make a video for a very long time. It's, like, I did vanish, but not really.So, I've been doing nothing, in a really good way, I guess. Yeah, in a -- in a really good way, do nothing in a really good, fun -- just making making a video too. Bet you want to see my face, even though my hair covers it anyway. Um, but I've also been wondering what makes somebody shallow? Like, not limited to, like, physical parents, but when you find out someone you're interested in and, like, really into music that you don't like, or an artist you absolutely hate, and that's such a turn off that you're not attracted to that person any more. Is that -- is that considered shallow or something -- something like that? If -- if you like, uh, very, um, deep things, so I guess it is, but I don't know -- what are your thoughts? Please tell me. I can't trick my own thoughts.Oh, I got a little bit tanner. Not too much tanner, but a little -- little bit tanner, so it doesn't look like I'm Boo Radley, uh, To Kill A Mockingbird. Sometimes I just like making faces. Like now.Hi. I'm just waiting for my camera to change colors. Okay, I think that's it.So it's been a really long time. Um, I don't really have an excuse, but I'm just in a frump, really. You can understand that.","Low","Low","Low"
"VLOG225","﻿Today is going to be a very different video than any video that I've done before. It's because today, I'm going to be asking you for help. Now during the summer of 2009, the group XXXX got together and we decided that it would be really, really good for us and good for the community if we got together and did a charity event.Now we went through a lot of charity ideas, lot of different organizations, great organizations, but the one that we actually came up with in the end to raise funds for was the St. Jude Children's Research Hospital. We came up with that one specifically for two reasons.Number one, they are at the forefront of science research to eliminate cancer from our society. The second reason was their direct involvement with children. St. Jude Children's Research Hospital works directly with children and never turns a child away because of their inability to pay the bill.So, many cases, all over the United States, children who are sick and stricken down with cancer and really need some serious help, but they don't have the ability to pay, can go there and get world class treatment without the worrying of being able to pay for some of the experimental treatments or some of the great care that they get at St. Jude Children's Research Hospital.Now, we batted around a lot of ideas also as far as what to actually do, what kind of charity to do. Now a few months ago, a lot of you remember that DPR did a great charity event, a twenty four hour marathon to raise money for Doctors Without Borders. Now we had thought about that honestly, um, as a way to raise money, but that was kind of the idea that cemented it. So what we're going to do is this. We're going to take the basic premise of a charity marathon on blog TV and we're going to up the ante a little bit. We are going to up the ante in several ways.First off, we are going to be asking for donations. We have a page set up and a link to that page will be in the side bar. This is a page set up directly through St. Jude Children's Research Hospital, so as soon as you make a contribution, one hundred percent of that money will go directly to them and go right to work helping cancer research and helping children who need it.The second thing that we're going to be doing is the eBay channel. Now that is an idea that we did directly steal from DPR and sorry for that. Um, I spoke with him and he said it's for a great charity then go for it. We're going to be donating items directly for that and we're also going to be asking for items that you would like to donate to go on to the eBay channel and one hundred percent of the money that we get from that, will go directly also to St. Jude Children's Research Hospital.Now the final way that we're going to collect money is this. When you were in school, a lot of you remember doing rockathons or walkathons or mathathons. That's similar to what we're going to do for our final stage. What it comes down to is this. On the eighteenth of December, that's a Friday morning, I'm gonna to wake up and I'm gonna to sit down in front of the camera.The charity event itself has no time limit whatsoever. I will continue to talk, I will continue to bring on co hosts, I will read papers, I will read articles, I'll discuss issues. Anything that I can do to stay awake and to keep going. We're asking people to pledge money, X amount of dollars or X amount of cents for every hour that I stay on and then at the end when I actually finish, when my head literally hits the keyboard, that's going to be the stop time. Then we'll multiply however much you pledged times how many hours we lasted and that will be your donation amount.Um, I understand that this is going to happen on December eighteenth. That's another hiccup that we've come up with, um, throughout many hiccups actually, so I understand the time frame of Christmas being right there. That's why we're not going to ask for the donations until the thirtieth of January.At the -- on the thirtieth of January, that's when we will ask for all the donations to be in, so we'll do a final check cut and send that directly to St. Jude Children's Research Hospital and we'll also be clearing out the bank account showing that on camera also as a little field trip exercise, to actually head to Memphis and to uh, give it to them personally, to make sure that they get every penny that you donate.Now, what we're doing now is, uh, we've reserved a hotel room to start us off in, so we're going to be broadcasting this from somewhere, not here, where we can actually have people. We're going to be doing a cooking show. We've got a bunch of things planned that go beyond just me sitting in front of a camera. Uh, so I'll be showing you my famous spinach lasagna. Um, we'll be cooking that. We'll also have a grab bag, but more details about all of that stuff will come in the following weeks.I'm going to try to plan to do one video every week showing you the progress and whose, uh, whose in for co hosting and little things that we have planned.So, for now, what I wanted to leave you with is the general idea of what we're planning to do. We're also going to be asking for co hosts, anybody who wants to come on. If you find a great news article, if you have something that you just really want to discuss and get opinions on, feel free to send us a PM or send an email. I'm going to put the email right here, right about now, so that you can see it. So it will be occamsrazorsua at yahoo dot com. We're looking forward to getting your ideas, we want to know what you think about it. We would love to have, um, as many articles, as many things, as many topics, as many issues as we can raise in this time frame.Now I'm going to say again, this has no time limit whatsoever. We start on Friday morning. When we end simply depends on when I can't talk anymore or when I can't blog anymore or when I can't continue.So, like I said before, we'll be doing more videos to update you as we get more information and thank you for watching this and stay tuned for this little quick snippet.Oh, I won't back down, no, I won't back down. You can stand me up at the gates of Hell, but I won't back down. No, I won't back down, my feet turned around, in a world that keeps on pushing me around, I'm gonna stand my ground. And I won't back down. I won't back down, baby. There ain't no easy way out, but I, I will stand my ground and I won't back down. 'Cause I know. . .So what we're asking for now is for people to give us a hand, to volunteer to co host, to moderate the chat, to donate money, to donate items, to pledge money, to mirror this video. Basically, we're asking for anyone who can give us a hand with making this a really good charity to please do so.So, my only question to you is, who's in?Oh, baby, there ain't no easy way out.","Low","Low","High"
"VLOG226","﻿Alright. Today, we've come together on a very rainy day. It's not just a rainy day, it's raining carrots today. On this very rainy day, it's raining carrots, everywhere in the entire world. People, come together and celebrate the rainy day or carrots. And not only are they happy, they also are a little bit sad because some people don't like carrots. And when it rains carrots, people who don't like carrots are not very happy with it.So, most of the people like this day, but a lot of you don't. And, I know it's sad, but you have to make the best out of it. I mean, it's raining carrots and you can't help it so, you should just adjust yourself and start liking carrots because it will be rainy day carrots for a long time. With that I mean, it will be raining carrots for a lot of time. And I have some tips for you if you don't like carrots. Because if you don't like them, you are not happy, as I've said before. Which is kind of illogical, but hey, some people don't know it.So my first step is, just stand on a bridge where it does not rain carrots. You should kneel down and say, I like to eat sandwiches with toothpaste on it. From that very moment from when you said that word, that sentence, you will not like carrots, because it makes no sense. However, if -- just start eating carrots against your own will, you might find yourself happy one day, and you look back and you say, hmm, that time when it rained carrots, oh that was a good time.You know why it's raining carrots, right? You don't. All right. I was trying to briefly explain why it's raining carrots, but if you don't understand it, then it's not my fault. I mean, I'm not the one who made it up right? Right? Right? Anyways, let's continue. It's raining carrots for just one obvious reason. That obvious reason is, because it's hot in Australia. In Australia the kangaroos hop around with high tech micro sound wave, whatever the hell that may be. The high tech micro sound wave is another word for an mp three -- three player. It plays music, and therefore it started raining carrots in the entire world. So we have to blame the kangaroos in Australia because it's very hot in there. Seriously. We have to.","Low","Low","Low"
"VLOG227","Here it is, Friday morning to you. It's XXXX from XXXX dot com coming to you live from, well, you know, my house in New Hampshire. Can we sell this house, yet? Uh, well, what I I'm gonna try to be unplugged this weekend. Um, tomorrow is my boys' double birthday party. Taylor will be one on the nineteenth and A. J. just turned three yesterday. Had some drama today; he, um, wants to play his new Wii game I allowed him to pick out. It's called Pet -- Petz Dogz Two, and, um, unfortunately, brought it home and found out there's a lot of reading involved with the game and he obviously cannot read. My six, almost seven year old, daughter can read, so I had her help him; it just turned into a fight. So I'm coming tell -- tell you, that I'm basically going to try to be unplugged most of the weekend. I'll probably be on Twitter a little bit and Facebook, but overall, I won't be out there too, too much, because this weekend is going to be all about my family. I am going to get back into time to spend weekends with my family, versus working all weekend, because that's what's important, uh, making sure you create those long lasting memories with your little ones before they're -- before you know it, they'll be adults and you'll wonder where the time went. So I invite you to have some family time and if you do get on line, you can stop on over to happilyblended. com. You can watch a little bit of my videos, which will be headlined Saturday morning. You can also check back -- check on my Giving Back project, which I am looking for many people to get involved. My first annual one, next year, I hope to get even bigger. This year I'm focusing on, uh, New Hampshire needy families and I really can use some support in corroding , supporting, um -- just getting the word out. I'd really like to get this big this year. Um, it's very important to me to give back to families that need things. And, um, it's the only one I can think of this year. Hopefully I'll think of other great projects in the upcoming years. So, again, it's XXXX dot com. I'm XXXX, and I'm planning off for the weekend, so have some great fun and times. Bye bye.","High","Low","High"
"VLOG228","﻿It only makes sense if you watch the last video. And even so, probably not.Hi. So I don't know if it's the moron in me, but I have a tendency to repeat things I hear other people say even if I don't know what it means.Is that what you wanted?Yeah. That's because -- you know -- we haven't had any broken promises since nineteen eighty eight.Can you b -I believe our government. I mean it's not like we haven't had a broken promise since nineteen eighty eight.What happened in nineteen eighty eight?Stuff. Bad stuff.What sort of -- was it bad stuff?It was bad stuff. And you know what works well with jokes too? Do what he says and then she said, yeah -- well maybe you should have thought it out before you stuck it in. He said. Then she said, well maybe you should have thought it out before you stuck it in.Oh my God.Funny jokes.You're a funny person.Baby, I know. But today I go court out, he says, right? So she says, I'm .I believe that.Yeah. I should cross that one off my list. That one floats like the Hindenburg.That's good. I'm sure that would have went down like the Hindenburg.I'm only joking. I -- I try not to steal content from videos although occasionally I do receive the uh, the odd comment saying, I have heard this topic covered somewhere else before. You know, I cover every day and really mundane somethings, it's bound to happen.Speaking of feedback, though, I did upset a couple people from my previous video with my parting words. I just want you guys to know if I ever mention mothers animals strangers fruit -ing shoes or anything like that, I don't mean it. I'm sorry if I offend you. But speaking of I've these guys. It was lovely to meet you. Thank you so much for sending in your photos. Sorry when I said I those guys I meant, I met them. It's just so much more fun with the sense of beep you know, so much fun.Yeah. So I'll -- I'll have a new video up in three days. I will see you guys then. Until then however, have a wonderful weekend. Be safe. Be well. Eat fruit and remember, if a stranger offers you candy, follow him because he probably knows where there's a shitload more.Okay. It's slash comment time and laugh, love, Laura . Yeah. I do this all the time although I never have anything else I'm doing and one ninety one. Yeah, sometimes I open up with a question to cover up for that and Ellen ex lemon dude , I hate the question rot things. Sometimes I just type random things in there and say, oops, sorry, wrong box. They come back. Jonah studs alive , leave my rock alo -","High","High","High"
"VLOG229","So, hello. Today we are gonna talk about Patricio. I'm XXXX and my friends and family call me XXXX and I'm from that come and I'm also half friendly with girl. Well, uh, Patricio is a dog and this is not Patricio at all. I'll show you. It's just 'cause we are playing with this dog also and he don't wanna appear on the cam, but we are gonna make him. Come Patricio. So this is Patricio. Say hello to everybody. Hello everybody. He's -- he don't wanna be here, 'cause he had been playing with the other dog for all this time. He wanna keep playing, right?Patricio is not actually my dog. He's my best friend's dog. And for this week I'm gonna keep Patricio and I'm gonna be the best nanny ever. I love him so much. 'cause the color of her hair - no, his hair 'cause Patricio is a . He's a dog. A very bad dog. A very bad dog. Well, he's two years old and he's so sweet and we always have so much fun, so I thought that I will nanny Patricio for this week. See my friend's gone up town. So I'll show you a little bit how funny Patricio can be. We're gonna play with the other dog for about a few seconds so you can see. Here is Patricio with that awesome gold hair and who's a jerky, a jerky, jerky, jerky . Who's a jerky? Who's a jerky? He's so beautiful and we always have so much fun. I hope my best friend will never come back so I'll keep Patricio for ever and ever and ever, 'cause I love dogs. I'm looking forward to get my own dog soon. I already have the courtyard and the house for my dog. That -- I haven't found the right one yet. So for now I keep Patricio.And I hope you can also subscribe to our channel and I hope you really understand everything I'm trying to make up in this blog. Um, well, I think that's all for today, 'cause he cannot wait for me to drop this and get it back for me, so I'll do it. So I hope you can subscribe to our channel. I hope you like -- all the girls are pretty nice, real sweet and I'll see you there. Right. And that come and also at the photo music page. Kisses from Mexico and bye bye.","High","Low","High"
"VLOG23","Okay guys. So, what I learned today about governments and civilicness -- uh -- yeah -- okay -- well it was a two minute Wikipedia search -- like -- and I've learned what fascism and socialism are, because I really didn't know. And this is what I've come up with, okay. Socialism is -- advocates an economic system where everybody does work and all the resources -- all the profit gained from that work, that everybody does, is available for everybody to draw resource from. So, let's say we're a socialist beet farm -- you know -- beet farming community, and we all farm beets. And so we make a big pile of all our beets and everybody gets a fair share of beets. I mean, that's -- that's what I got.Fascism -- and this is also fascism associated with Social Darwinism -- kind of -- is how I'm -- this is my perception of it. That fascism is when -- I forgot. It slips out of my brain so fast -- how does it happen? Um, fascism is when -- it's this whole -- I don't know. What I got is it's this thing where, you know, they think the weak are puny and the strong are the best. And everybody should be strong and strong versus weak, because the world is always in conflict, or something. And as a -- as a nation -- as a society we should be as strong as possible. Which, I also -- I -- I -- I think, you know, this might be like the darker side but Nazi Hitler side.Um, even though Hitler was a Nazi, not a fascist or -- is he a fascist? I don't fucking care about Hitler. So, um -- you know -- I was thinking that one race is the best. One group of people is the best. You know, they decide what the strongest is. So, that's different, okay. I'll put some Wikipedia links on the side over there, under , you know -- but, uh, yeah -- so I'm gonna put some links to the Wikipedia pages 'cause I think if we all use Wikipedia we'll be super smart or at least on the same page. Like -- seriously, 'cause even if Wikipedia's wrong if everyone believed it it'd be right. For all intents and purposes it'd be right, so - Yee Yee Yee. I don't know, I feel like doing a dance. A dance, dance, dance. Dance, dance, dance, dance. Dance, dance. Pepsi. Ah! Pepsi cola!Okay guys, go take care of the government now. Go fix things. Be citizens. Congratulations. I don't know. Go get a green card or something. I'll see you all later.","Low","Low","Low"
"VLOG232","Main FizSh, XXXX's rocking out of XXXX today.Hi guys, how's it going?We're vlogging on the floor. Just so it's sexual.Mmm, vlogger.Sky, I want to know if she's going toYou know, I never really understood, when do people like, compete to better you on negative things.I'll explain through the medium of Sketch. Yes.Sorry I'm late.I'mThat's fun.I was up until two last night finishing the assignment.You think that's bad, I was up until seven, and I didn't get to sleep until eight, and I have to be up at six.So, Millie,Mm hmm,I forgot a pen.Oh, you think that's bad, I forgot my whole bag.Your bag is there. Ow, ow.You think that's bad, I just don't understand why you'd want to prove that you came out worse in this situation. Hm, maybe it's just me, I don't like bad things happening to me, but whatever floats your boat.That's stupid, what do I do now?Let's go for a walk.I have an Oreo, yay.Oh, fail. One Oreo is not so bad, shame enough for people. Three quick shout outs I want to give, one is to Steven three sixty five , he recently, like, hulled me out to the max and got me like I should have loads of subscribers. Thank you so much Steven. You should go and check him out, like, who isn't subscribed to him, but like I'm going to get many subscribers. And the second one is Shamrock Baby. I'm really sorry I can't remember the numbers after your name, but I'll put it here. She also made a video advertising me which was out of pure kindness which was just so nice of you. Thank you so much.The third shout I'm going to give is someone I think you should definitely go and subscribe to and that's my friend XXXX. XXXX on YouTube; she makes the best videos ever; she's nearly at three hundred subscribers and I honestly don't understand why more people don't subscribe, because she is amazing; I love her so much; so go and subscribe to her .Okay. So I'll speak to you all soon guys, .","High","High","Low"
"VLOG233","﻿I've been on YouTube for two years. That's what it tells me, at least. And I realized that two years is a long time of just watching videos, just watching. I've kept a live journal for like, forever, since I was in middle school. And it was good, it was one step closer to discovering who I was, 'cause I'm a creative writer -- it's, it's what I do, but I realized that text was a mask. The pretty words and the pretty metaphors were just a mask I was putting up for myself and I realized that the only way I could really, truly know myself is by looking at myself, watching myself talk.And a lot of your own videos inspired me to do that. It was you that got me into vlogging. I've always kinda wanted to but you convinced me that -- that words only got me so far. Text was hiding behind the screen of my monitor. I think it was that vlog you did, dealing with depression, I loved that one, that one really spoke to me.And you're right -- you know, and I don't always understand your videos, sometimes they could just fly over my head, but I've never bitched about it. You know, the reason why I'm subscribed to you is, like, it's because every time you post a video, I feel -- I wonder if I'll understand you this time. You know, with every video you post, I hope that I'll understand this one, maybe this one will get me closer to understanding you. So thank you. Thanks.","Low","High","High"
"VLOG234","�Yeah so um, my, my friend very kindly made me this desk. It was very nice of him um, yeah because it quite a good desk it's got more room and I can do blogs from under it and that's handy but I need to have something done with the cables though they're kind of, I don't know, looks a bit messy. Oh and I, and I think I haven't done a blog since my hair cut which I got a while ago. I mean it is shorter now it is kind of more manageable. Um normally, normally I would have school today because it's Friday but um, I don't cause there's exams going on. Next week I have got mets, Japanese, and English. So all of this weekend and today I suppose I should be studying for them. So, ye, um I can really think of anything to say, this is like a thirst ball all over again. So ah wa wa wa wa wa yeah, so I better go and a study some mets stuff um, ah , um, okay, so, um bye﻿So, I'm doing a blog and stuff. Um, I haven't done a blog in ages. Gotten like, you know, like fifty messages from all my fans being like, do another blog, so I'm like, eh, ye. Ye, I guess I better do another blog. Um, and, er ye, um, lots of stuff has changed since my last blog. I've got this thing, um, show you this, is a disc.","Low","Low","Low"
"VLOG235","﻿This weekend I'm going to the New York City Anime Festival. What is that? It's basically an anime convention. And I've been to a few of these, so I've decided to file this video for tips and tricks to have a wonderful kind of experience.First off is money. It's going to cost money for the tickets. I personally get a weekend pass, so you can go the whole weekend. For Manga Day, you're going to need probably more money or less money depending on the convention prices and the city. I usually set aside an extra twenty bucks, so I can get a t shirt.Transportation is also going to run you some money. Since we're in Manhattan, I can take the subway out there and then hop on a bus and be there in no time. I go there twice a day; that's two twenty five with a transfer, so that's only four fifty a day. I got to put about -- between something about a fifteen dollar metro card -A lot of free stuff, so bring a bag. I have a bag that I use just for this kind of thing, I have a small tin in it, which I use, cause I have a lot of business cards, a lot of small stickers, bookmarks, stuff like that, 'cause this -- they will give -- usually have bags you can get for free, but I prefer -Cause a lot of this stuff -- 'cause this is going to be pretty cool. So, I recommend bringing a camera. I'm bringing a camera -- I'm gonna carry -- I'm gonna carry my camera in this bag; hold it around my neck. So, with your camera in mind, you're gonna need batteries, because the batteries might die or you might friend of your's he might need them, so I -- I try to purchase a twelve pack for the con. Also, a memory card wouldn't hurt -- I plan to bring my spare memory card, in case this one gets full up, 'cause you will be doing a lot of pictures and I plan on doing some filming this weekend.Now, you're going to get hungry. You're walking around all day, you're gonna get hungry. Now there's food there usually -- it's pretty fucking expensive there, so I'm gonna make -- so I would recommend making sandwiches or filling up a glad bag -- chips, trail mix, Power Bars, granola bars, pretzels maybe, stuff like that. Or for me -- now where I'm going there's a McDonalds two blocks away, I go there. You'll find people from the con there; trust me. You can get a quick -- quick lunch, head back to the convention, that's, of course, if you are willing to leave the convention center for it.Also, bring a bottle a water, it's going to be hot in there, there's a lot of people. Well, I guess that's about it. Um, if you have any more tips or tricks, leave a comment or a video response telling me and everyone else who watches this.","Low","High","Low"
